"name","address","zip_code","type","administrator","phonenumber","source","entity_type"
"JAMACHA GLEN HOUSING LP  ","8890  Jamacha Rd",NULL,"APARTMENTS","C/O FOSTER HAMILTON AFFORDABLE",NULL,"Audrey Merged",NULL
"JEFFREY PINE HOLDINGS LLC DBA VILLA LAS PALMAS HEALTHCARE CENTER","622 S Anza St",NULL,"REST HOME","ATTN PROPERTY TAX DEPT",NULL,"Audrey Merged",NULL
"JJ&S ASBESTOS REMOVAL INC DBA JJ&S ENVIRONMENTAL SERVICES","925  Poinsettia Ave",NULL,"GENERAL BUILDING","ATTN EDUARDO GUELMAN",NULL,"Audrey Merged",NULL
"JUSTICE FOR ARTISTS INC  ","7168  Ruane St",NULL,"MISC BROKER","ATTN DANIEL LACHMAN",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC 08-201","3955  Bonita Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN CONTROLLERS DEPT NATL TAX",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC 08-202","4647  Zion Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN CONTROLLERS DEPT NATL TAX",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC 08-203","8010  Parkway Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN CONTROLLERS DEPT NATL TAX",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC 08-205","5251  Viewridge Ct",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN CONTROLLERS DEPT NATL TAX",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC 08-206","7060  Clairemont Mesa Blvd",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN CONTROLLERS DEPT NATL TAX",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC 08-208","732 N Broadway",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN CONTROLLERS DEPT NATL TAX",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC 08-211","3420  Kenyon St",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN CONTROLLERS DEPT NATL TAX",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC 08-211 WING ST","3250  Wing St",NULL,"DOCTOR/OSTEOPA/CHIRO","SEE 6442310000",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC 08-214","3250  Fordham St",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN CONTROLLERS DEPT NATL TAX",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC 08-216","4650  Palm Ave",NULL,"HOSPITAL","ATTN CONTROLLERS DEPT NATL TAX",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC 08-218","9834  Genesee Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN CONTROLLERS DEPT NATL TAX",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC 08-220","5893  Copley Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN CONTROLLERS DEPT NATL TAX",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC 08-221","4405  Vandever Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN CONTROLLERS DEPT NATL TAX",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC 08-223","6860  Avenida Encinas",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN CONTROLLERS DEPT NATL TAX",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC 08-227","10990  San Diego Mission Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN CONTROLLERS DEPT NATL TAX",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC 08-239","780  Shadowridge Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN CONTROLLERS DEPT NATL TAX",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC 08-240","1620 E Main St",NULL,"DOCTOR/OSTEOPA/CHIRO","SEE 6779776100",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC 08-240","1630 E Main St",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN CONTROLLERS DEPT NATL TAX",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC 08-242","4510  Viewridge Ave",NULL,"HOSPITAL","ATTN CONTROLLERS DEPT NATL TAX",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC 08-245","3875  Avocado Blvd",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN CONTROLLERS DEPT NATL TAX",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC 08-997","3840  Murphy Canyon Rd",NULL,"HOSPITAL","ATTN CONTROLLERS DEPT NATL TAX",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC 243-205","5271  Viewridge Ct",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN CONTROLLERS DEPT NATL TAX",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC BEHAVIORAL HEALTH","17140  Bernardo Center Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN CONTROLLERS DEPT NATL TAX",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC LOC 237","3851  Shaw Ridge Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN CONTROLLERS DEPT NATL TAX",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC LOC 249","17140  Bernardo Center Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN CONTROLLERS DEPT NATL TAX",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC LOC 752","1302  Rocky Point Dr",NULL,"HOSPITAL","ATTN CONTROLLERS DEPT NATL TAX",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC LOC 954&957","11975  El Camino Real",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN CONTROLLERS DEPT NATL TAX",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC LOC 975","8954  Rio San Diego Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN CONTROLLERS DEPT NATL TAX",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC MEDICAL CORRESPONDENCE","7385  Mission Gorge Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN CONTROLLERS DEPT NATL TAX",NULL,"Audrey Merged",NULL
"KAISER FOUNDATION HEALTH PLAN INC RHEUMATOLOGY","17140  Bernardo Center Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN CONTROLLERS DEPT NATL TAX",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC ","3609  Ocean Ranch Blvd",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN YUN LUO",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC ","4660  Palm Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN CAROLINE CHAN",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80451","4647  Zion Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC DEPT 620",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80460","7385  Mission Gorge Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC DEPT 620",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80461","4402  Vandever Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC DEPT 620",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80462","4405  Vandever Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80469","10990  San Diego Mission Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80470","10992  San Diego Mission Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC DEPT 620",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80471","3250  Fordham St",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80472","3420  Kenyon St",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN YUN LUO",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80476","6911  Convoy Ct",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC DEPT 620",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80480","11939  Rancho Bernardo Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80482 - 80483","4650  Palm Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC DEPT 620",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80485","17140  Bernardo Center Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80486","5893  Copley Dr",NULL,"MISCELLANEOUS ASSOC","C/O RYAN LLC DEPT 620",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80488","5251  Viewridge Ct",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC DEPT 620",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80489","5251  Viewridge Ct",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC DEPT 620",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80491","8080  Parkway Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC DEPT 620",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80492","8010  Parkway Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN YUN LUO",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80493","3875  Avocado Blvd",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80506","250  Travelodge Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80507","1630 E Main St",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80523 #80526","3955  Bonita Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC DEPT 620",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80527","3955  Bonita Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC DEPT 620",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80534","732 N Broadway",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80540","6860  Avenida Encinas",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC DEPT 620",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80546 - 80549","400  Craven Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC DEPT 620",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80552","360  Rush Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC DEPT 620",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80554","780  Shadowridge Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80561","1302  Rocky Point Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC DEPT 620",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80577","9455  Clairemont Mesa Blvd",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC DEPT 620",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #80580","9457  Clairemont Mesa Blvd",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC DEPT 620",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #82399","3840  Murphy Canyon Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #82401","8954  Rio San Diego Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN YUN LUO",NULL,"Audrey Merged",NULL
"KAISER HEALTH PLAN ASSET MANAGEMENT INC LOC #82421","1010 N El Camino Real",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC DEPT 620",NULL,"Audrey Merged",NULL
"KAMELYA HOME HEALTH INC  ","438  Camino Del Rio S",NULL,"MISC PROFESSIONAL","ATTN RODEL AGPAOA",NULL,"Audrey Merged",NULL
"KAMPS PROPANE INC DBA PATRIOT PROPANE DBA RAMONA ENERGY","1000  Olive St",NULL,"GAS&OIL PLANTS","ATTN JAN PETERSON",NULL,"Audrey Merged",NULL
"KAN DI KI LLC TRIDENT USA HEALTH CARE CO DIAGNOSTIC LABORATORIES","7867  Convoy Ct",NULL,"MEDICAL LABORATORY","ATTN TAX DEPARTMENT",NULL,"Audrey Merged",NULL
"KEST&GOLDRICH (LF) CITY OF EL CAJON HOUSING AUTHORITY DBA LEXINGTON AVENUE SR APTS","250 E Lexington Ave",NULL,"APARTMENTS","C/O THOMAS SAFRAN&ASSOCIATES",NULL,"Audrey Merged",NULL
"KIDS THERAPY ASSOCIATES INC DBA HEALTHPRO PEDIATRICS ","11838  Bernardo Plaza Ct",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O ACCOUNTING",NULL,"Audrey Merged",NULL
"KIMBALL TOWER HOUSING ASSOCIATED LP ","1317  D Ave",NULL,"APARTMENTS","C/O COMMUNITY HOUSINGWORKS",NULL,"Audrey Merged",NULL
"KINNETIC ENVIRONMENTAL INC 010938801 ","3132  Tiger Run Ct",NULL,"MISC & TECHNICAL LAB","ATTN TONY SALAZAR",NULL,"Audrey Merged",NULL
"KNEAD FOR HEALTH WEST COAST LLC DBA MASSAGE ENVY OCEANSIDE","2455  Vista Way",NULL,"BODY CULTURE/MASSAGE","C/O MARCY SCHAUBECK",NULL,"Audrey Merged",NULL
"KNEAD FOR HEALTH WEST COAST LLC DBA MASSAGE ENVY SAN MARCOS","145 S Las Posas Rd",NULL,"BODY CULTURE/MASSAGE","C/O MARCY SCHAUBECK",NULL,"Audrey Merged",NULL
"KNOLLS COMMUNITY ASSOC LP  ","650  Vineyard Rd",NULL,"LOW INCOME HOUSING","C/O ORANGE HOUSING DEV CORP",NULL,"Audrey Merged",NULL
"KOA HOLDINGS LLC DBA COTTONWOOD CANYON HEALTHCARE CENTER","1391 E Madison Ave",NULL,"REST HOME","ATTN PROPERTY TAX DEPT",NULL,"Audrey Merged",NULL
"KYRA KARE HEALTH&WELLNESS A NATUROPATHIC CORPORATION ","4190  Bonita Rd",NULL,"MISC PROFESSIONAL","ATTN ANA YIBE RAMOS",NULL,"Audrey Merged",NULL
"LA COSTA GLEN CARLSBAD","1950 Silverleaf Circle","92009.0","RCFE-CONTINUING CARE RETIREMENT COMMUNITY","KEARNAGHAN, KRISTEN","(760) 704-1000","Audrey Merged",NULL
"LA JOLLA COMMUNITY PARK","Draper Av Sly Kline St",NULL,"CMTYPK","Parks & Recreation",NULL,"Audrey Merged",NULL
"LA JOLLA COMMUNITY PARK","Prospect St & Draper Av",NULL,"CMTYPK","Parks & Recreation",NULL,"Audrey Merged",NULL
"LA JOLLA WHOLE HEALTH NATUROPATHIC CORPORATION DBA STENGLER CENTER FOR","324  Encinitas Blvd",NULL,"DOCTOR/OSTEOPA/CHIRO","INTEGRATIVE MEDICINE",NULL,"Audrey Merged",NULL
"LA MAESTRA FAMILY CLINIC INC DBA LA MAESTRA COMMUNITY HEALTH CENTERS","181  Rea Ave",NULL,"MEDICAL/HOSPITAL","SEE 7430023323",NULL,"Audrey Merged",NULL
"LA MAESTRA FAMILY CLINIC INC DBA LA MAESTRA COMMUNITY HEALTH CENTERS","332  Coogan Way",NULL,"RELIGIOUS ORGANIZATI","SEE 7430023323",NULL,"Audrey Merged",NULL
"LAC T VU MD INC DBA HO VU WOMENS HEALTHCARE ","5555  Reservoir Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O LAC T VU",NULL,"Audrey Merged",NULL
"LAKE MURRAY HEALTH CARE CENTER","7867 Lake Andrita Avenue","92119.0","RESIDENTIAL CARE ELDERLY","LOURDES G GONZALES","(619) 464-5640","Audrey Merged",NULL
"LAKESIDE COMMUNITY PRESBYTERIAN CHURCH DBA LAKESIDE PRESBYTERIAN","9908  Channel Rd",NULL,"PRE-SCHOOL/CHILDCARE","PRESCHOOL&CHILDRENS CENTER",NULL,"Audrey Merged",NULL
"LAMPLIGHTER/LOS COCHES MANUFACTURED HOME COMMUNITY DBA LAMPLIGHTER LOS COCHES","13450  Highway 8 Business",NULL,"MOBILE HOME PARK","C/O INVESTMENT BUILDERS",NULL,"Audrey Merged",NULL
"LARKSPUR ENERGY LLC  ","9355  Otay Mesa Rd",NULL,"ELECTRICITY GENERATI","ATTN KYLE RALIEGH",NULL,"Audrey Merged",NULL
"LAS PALMAS FOUNDATION LA ENTRADA HOUSING INVESTORS LP","1721  Logan Ave",NULL,"LOW INCOME HOUSING","C/O JOSEPH MICHAELS",NULL,"Audrey Merged",NULL
"LAS PALMAS FOUNDATION LAS PALMAS HOUSING ","531  Encinitas Blvd",NULL,"MISCELLANEOUS ASSOC","C/O JOSEPH MICHAELS",NULL,"Audrey Merged",NULL
"LEMON GROVE COMMUNITY CHURCH  ","3122  Main St",NULL,"RELIGIOUS ORGANIZATI","ATTN PASTOR LINZEY",NULL,"Audrey Merged",NULL
"LEXINGTON GREEN COMMUNITY PARTNERS II LP C/O COMMUNITY PRESERVATION","1415 E Lexington Ave",NULL,"APARTMENTS","PARTNERS",NULL,"Audrey Merged",NULL
"LIL JACKSON SENIOR COMMUNITY  ","3512  Lake Blvd",NULL,"MISCELLANEOUS ASSOC","C/O HUMANGOOD",NULL,"Audrey Merged",NULL
"LILAC HOLDINGS LLC DBA REO VISTA HEALTHCARE CENTER","6061  Banbury St",NULL,"REST HOME","ATTN PROPERTY TAX DEPT",NULL,"Audrey Merged",NULL
"LINDA VISTA HEALTH CARE (TRUST DEED ONLY)","6979 Linda Vista Road",NULL,"NONCITYTD","Real Estate",NULL,"Audrey Merged",NULL
"LINDO HOUSING ASSOCIATES LP  ","12701  Mapleview St",NULL,"APARTMENTS","C/O COMM HOUSING OF N COUNTY",NULL,"Audrey Merged",NULL
"LIONS COMMUNITY SERVICE CORP  ","310  Market St",NULL,"LOW INCOME HOUSING","C/O ROYAL PROPERTY MGMT GROUP",NULL,"Audrey Merged",NULL
"LITTLE ITALY FAMILY HOUSING PARTNERSHIP <LF>REDEVELOPMENT AGENCY CITY OF SAN DIEGO","1536  India St",NULL,"APARTMENTS","C/O BARONE GALASSO&ASSOC",NULL,"Audrey Merged",NULL
"LMH HOLDINGS LLC DBA LIBERTY MILITARY HOUSING ","9325  Sky Park Ct",NULL,"MISC PROFESSIONAL","C/O DAVID MACDONALD",NULL,"Audrey Merged",NULL
"LOGAN HTS FAMILY HEALTH","3705 Mission Boulevard",NULL,"HEALTH","Real Estate",NULL,"Audrey Merged",NULL
"LOYAL SOURCE GOVERNMENT SERVICES LLC DBA LOYAL HEALTHCARE","2655  Camino Del Rio N",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O SARAH CLAYTON",NULL,"Audrey Merged",NULL
"LUNA FAMILY HOUSING LP LAS PALMAS FOUNDATION MGP ","6041  Village Way",NULL,"APARTMENTS","C/O AFFIRMED HOUSING GROUP",NULL,"Audrey Merged",NULL
"LUXOTTICA OF AMERICA INC SOLARIS ","5600  Paseo Del Norte",NULL,"SPECIALTY STORE-SOFT","ATTN TAX ADVISORS GROUP",NULL,"Audrey Merged",NULL
"MAHONEY ENVIRONMENTAL SOLUTIONS LLC ","1170  Industrial Ave",NULL,"GAS&OIL PLANTS","C/O RENEE ZIMMERMAN",NULL,"Audrey Merged",NULL
"MARTIN LUTHER KING COMMUNITY PARK","6401 Skyline Dr",NULL,"CMTYPK","Parks & Recreation",NULL,"Audrey Merged",NULL
"MARY MAGDALENE APOSTLE CATHOLIC COMMUNITY ","2696  Melbourne Dr",NULL,"RELIGIOUS ORGANIZATI","C/O ACCOUNTING",NULL,"Audrey Merged",NULL
"MAXIM HEALTHCARE SERVICES INC  ","2141  Palomar Airport Rd",NULL,"MISC PROFESSIONAL","ATTN TAX DEPT",NULL,"Audrey Merged",NULL
"MAXIM HEALTHCARE SERVICES INC  ","3111  Camino Del Rio N",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN TAX DEPT",NULL,"Audrey Merged",NULL
"MCCARTY EVENT LIGHTING CORPORATION DBA SAN DIEGO SOCIALIGHTS","3906  Park Blvd",NULL,"APPLIANCE/FURNITURE","DELIGHTS OF CHRISTMAS",NULL,"Audrey Merged",NULL
"MEADOWBROOK VILLAGE CHRISTIAN RETIREMENT COMMUNITY","100 Holland Glen","92026.0","RCFE-CONTINUING CARE RETIREMENT COMMUNITY","MARK MEMMELAAR","(760) 746-2500","Audrey Merged",NULL
"MEADOWLARK COMMUNITY CHURCH  ","1918  Redwing St",NULL,"RELIGIOUS ORGANIZATI","C/O PAT BURKS",NULL,"Audrey Merged",NULL
"MEDIMPACT HEALTHCARE SYSTEMS INC ","10159  Scripps Gateway Ct",NULL,"MISC PROFESSIONAL","ATTN CONTROLLER",NULL,"Audrey Merged",NULL
"MEDIMPACT HEALTHCARE SYSTEMS INC ","10181  Scripps Gateway Ct",NULL,"MISC PROFESSIONAL","ATTN CONTROLLER",NULL,"Audrey Merged",NULL
"MENTAL HEALTH ASSOC INC SAN DIEGO COUNTY DBA MENTAL HEALTH AMERICA","4069  30Th St",NULL,"MISCELLANEOUS ASSOC","OF SAN DIEGO",NULL,"Audrey Merged",NULL
"MENTAL HEALTH CENTER OF SAN DIEGO","6372 Rockhurst Dr","92120.0","SOCIAL REHABILITATION FACILITY","VINCENT, BLAKE","(760) 201-6221","Audrey Merged",NULL
"MENTAL HEALTH CENTER OF SAN DIEGO LLC","2075 Torrey Pines Road","92037.0","SOCIAL REHABILITATION FACILITY","PINA, ALEXA","(858) 285-9883","Audrey Merged",NULL
"MENTAL HEALTH CENTER OF SAN DIEGO LLC","2676 Burgener Blvd","92110.0","SOCIAL REHABILITATION FACILITY","PINA, ALEXA","(858) 285-9883","Audrey Merged",NULL
"MENTAL HEALTH CENTER OF SAN DIEGO LLC","7646 Caminito Coromandel","92037.0","SOCIAL REHABILITATION FACILITY","VINCENT, BLAKE","(858) 358-7567","Audrey Merged",NULL
"MENTAL HEALTH CENTER OF SAN DIEGO LLC","3024 Idlewild Way","92117.0","SOCIAL REHABILITATION FACILITY","VINCENT, BLAKE","(858) 285-9883","Audrey Merged",NULL
"MENTAL HEALTH CENTER OF SAN DIEGO LLC","3825 Ben St.","92111.0","SOCIAL REHABILITATION FACILITY","CARMONA, GILBERT","(858) 258-9883","Audrey Merged",NULL
"MENTAL HEALTH CENTER OF SAN DIEGO LLC","13795 Royal Melbourne Sq","92128.0","SOCIAL REHABILITATION FACILITY","POTLA, PRAVESH","(858) 285-9883","Audrey Merged",NULL
"MERAKI MANAGEMENT HEALTH LLC DBA LIGHTFULLY BEHAVIORAL HEALTH","285 N El Camino Real",NULL,"MISC PROFESSIONAL","C/O JENNIFER STEINER",NULL,"Audrey Merged",NULL
"METROPOLITAN COMMUNITY CHURCH OF SAN DIEGO ","2633  Denver St",NULL,"RELIGIOUS ORGANIZATI","ATTN LEE BOWMAN",NULL,"Audrey Merged",NULL
"MHC WEST HOLDINGS CO DBA VILLAGE SQUARE HEALTHCARE CENTER #148","1586 W San Marcos Blvd",NULL,"REST HOME","ATTN TAX DEPT",NULL,"Audrey Merged",NULL
"MICHELS PACIFIC ENERGY INC  ","10721  Treena St",NULL,"MISC CONTRACTOR","ATTN TAX DEPARTMENT",NULL,"Audrey Merged",NULL
"MICHELS PACIFIC ENERGY INC  ","12393  Moreno Ave",NULL,"GRADING-EARTH MOVING","ATTN TAX DEPARTMENT",NULL,"Audrey Merged",NULL
"MICKEY CAFAGNA COMMUNITY CENTER (CITY OF POWAY) ","13094  Civic Center Dr",NULL,"PUBLIC AGENCY","ATTN KAREN TANSEY",NULL,"Audrey Merged",NULL
"MINDPATH HEALTH PCSD ","1550  Hotel Cir N",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O COMMUNITY PSYCHOLOGY MGMT",NULL,"Audrey Merged",NULL
"MIRA COSTA COLLEGE COMMUNITY EDUCATION&WORKFORCE DEVELOPMENT CENTER","2075  Las Palmas Dr",NULL,"MISC SCHOOL","SEE 7430001444",NULL,"Audrey Merged",NULL
"MIRA MESA COMMUNITY PARK","New Salem St Swly Westmore Rd",NULL,"NPARK","Parks & Recreation",NULL,"Audrey Merged",NULL
"MIRA MESA COMMUNITY PARK","Mira Mesa Blvd & New Salem St",NULL,"CMTYPK","Parks & Recreation",NULL,"Audrey Merged",NULL
"MISSION COVE FAMILY I HOUSING LP ","3229  Mission Cove Way",NULL,"APARTMENTS","C/O NATIONAL CORE-ACCOUNTING",NULL,"Audrey Merged",NULL
"MISSION HOME HEALTH OF SAN DIEGO INC ","2365  Northside Dr",NULL,"MISCELLANEOUS AGENCY","ATTN MARK KIMSEY",NULL,"Audrey Merged",NULL
"MO JACOB HEALTH CARE CENTER LP DBA JACOB HEALTHCARE ","4075  54Th St",NULL,"REST HOME","C/O SHARON RAMIREZ",NULL,"Audrey Merged",NULL
"MOLINA HEALTHCARE OF CA INC  ","576 N 2Nd St",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN TAX DEPT",NULL,"Audrey Merged",NULL
"MOLINA HEALTHCARE OF CA INC  ","689  Palomar St",NULL,"MISC PROFESSIONAL","ATTN TAX DEPT",NULL,"Audrey Merged",NULL
