EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
43711941,BIKES FOR KIDS FOUNDATION,% WILLIAM POLLAKOV,11300 SORRENTO VALLEY RD STE 220,SAN DIEGO,CA,92121-1330,0,3,3,1000,200402,1,15,0,1,1,202412.0,4,5,1,0,12,254226.0,517726.0,517726.0,T30,
43723837,SUTTON FAMILY FOUNDATION,% REUEL SUTTON,1401 BELLA AZUL CT,ENCINITAS,CA,92024-6217,0,3,3,1000,200304,1,4,0,5,1,202412.0,6,4,0,1,12,1511667.0,248423.0,,T20,
43786916,SAN DIEGO ELECTRICAL TRAINING ADMINISTRATIVE SERVICES CORPORATIO,% JOYCE POBLETE,4675 VIEWRIDGE AVE,SAN DIEGO,CA,92123-1639,0,3,3,2000,200501,1,17,0,1,1,202412.0,4,6,1,0,12,426187.0,4223830.0,4223830.0,B60,
43824029,RANCHO HILLS CHRISTIAN CHURCH,% GAMALIEL M GARCIA,2901 RANCHO HILLS DRIVE,SAN DIEGO,CA,92139-0000,0,3,3,7000,200804,1,10,0,1,1,,6,4,6,0,12,,,,X99,
46071592,NEUROSCIENCES RESEARCH FOUNDATION INCORPORATED,% W EINAR GALL,800 SILVERADO ST STE 302,LA JOLLA,CA,92037-4234,0,3,3,1000,196405,1,15,161180059,1,1,202506.0,0,0,2,0,6,0.0,0.0,0.0,,
46144193,WILLIAM & LILLIAN SCHWARTZ CHARITABLE FOUNDATION,% MARSHA SABLE,1331 CAMINITO DIADEMA,LA JOLLA,CA,92037-7168,0,3,3,1000,196702,1,4,602000000,2,1,202412.0,4,4,0,1,12,324510.0,117302.0,,,KUNIAN STEPHEN T TTEE
50523622,DEL MAR VILLAGE ASSOCIATION INC,,1442 CAMINO DEL MAR STE 217,DEL MAR,CA,92014-2550,0,3,3,1000,200702,1,15,0,1,1,202506.0,4,5,1,0,6,333554.0,903762.0,903762.0,S21,
50559418,HOUSE OF PERU,% CARLOS MOZOMBITE,PO BOX 33906,SAN DIEGO,CA,92163-3906,0,3,3,1000,200402,1,16,0,1,1,202505.0,3,4,1,0,5,41512.0,102041.0,102041.0,A23,
50571617,ANIMAL PROTECTION AND RESCUE LEAGUE INC,% BRYAN PEASE,3960 W POINT LOMA BLVD,SAN DIEGO,CA,92110-5643,0,3,3,1240,200401,1,15,0,1,1,202502.0,0,0,2,0,2,0.0,0.0,0.0,D05,
50605922,EAST SAN DIEGO COUNTY CHRISTIAN FELLOWSHIP INC,% DON SAUTER,PO BOX 920,JAMUL,CA,91935-0920,0,3,3,1000,200504,1,10,0,1,1,,0,0,6,0,12,,,,X20,
50609160,PARADISE CATHEDRAL MINISTRIES OF SAN DIEGO,% EDWARD J DAVIS,8691 ECHO DR,LA MESA,CA,91941-6606,1620,3,9,7000,196402,1,10,0,5,1,,0,0,6,0,12,,,,,
50632144,POP WARNER LITTLE SCHOLARS INC,% ADAM BLAKE,2801 B ST 5003,SAN DIEGO,CA,92102-2208,9183,3,9,2000,199002,1,15,317000000,1,1,202412.0,2,3,1,0,12,16719.0,56514.0,45026.0,N65,CORONADO YOUTH FOOTBALL & CHEER
61634425,US 24 METER CLASS ASSOCIATION,,5154 WHITMAN WAY APT 108,CARLSBAD,CA,92008-4642,0,3,3,1000,202504,1,16,0,1,1,202512.0,1,1,2,0,12,5979.0,8343.0,8343.0,N70,
61647561,MIRAMAR FOUNDATION,% STAN FOSTER,11931 CHALON LN,SAN DIEGO,CA,92128-4715,0,3,3,1200,200306,1,4,0,1,1,202308.0,1,3,0,1,8,1.0,29483.0,,A300,
61668818,LONG HUNG FOUNDATION,% PHUONG ANH TRAN,10687 WEATHERHILL CT,SAN DIEGO,CA,92131-2913,0,3,3,1000,200306,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,Q30,
61670270,THE CAUSE INC,% MORGAN FUNKE,4225 OCEANSIDE BLVD STE H PMB 325,OCEANSIDE,CA,92056-3473,0,3,3,7100,200308,1,15,0,1,1,202412.0,6,6,1,0,12,1207935.0,2490327.0,2490327.0,X90,
61673921,FISCHER RITCHEY FOUNDATION,% VALENTINE FISCHER,950 BOARDWALK STE 201,SAN MARCOS,CA,92078-2600,0,3,3,1000,200302,1,4,0,1,1,202409.0,3,2,0,1,9,34097.0,21125.0,,T22,
61674714,PRIMETIME BALLERS YOUTH BASKETBALL CLUB,,882 SUNSET RIDGE PL,CHULA VISTA,CA,91914-2533,0,3,3,1000,201609,1,16,0,5,1,202409.0,0,0,2,0,9,0.0,0.0,0.0,O50,
61680429,PACIFIC ANIMAL WELFARE SOCIETY,% DOROTHY LOUISE SHIREY,124 ORANGE AVE STE 205,CORONADO,CA,92118-4403,0,3,3,4000,200311,1,15,0,1,1,202412.0,6,6,1,0,12,3769357.0,1140247.0,1123772.0,D20,PAWS OF CORONADO
61695497,CAMP HOPE,,10765 WOODSIDE AVE STE B,SANTEE,CA,92071-8104,0,3,3,1200,200308,1,15,0,1,1,,4,4,0,0,12,,,,P43,
61703158,EDUCATION FOUNDATION AT BLACK MOUNTAIN,% ANNE FUERMANN SMITH,9353 OVIEDO ST,SAN DIEGO,CA,92129-2138,0,3,3,1200,200405,1,16,0,1,1,202506.0,3,3,1,0,6,55229.0,55256.0,47066.0,B11,
61705266,LA JOLLA VILLAGE RESIDENTS ASSOCIATION,% ELENA DUCHARME,3130 BONITA RD STE 102,CHULA VISTA,CA,91910-3263,0,4,3,1000,200405,2,0,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,S21,
61733027,LEUCADIA-ENCINITAS HIGHWAY 101 MAIN STREET ASSOCIATION,% NICK WINFREY,466 N COAST HIGHWAY 101 STE 7,ENCINITAS,CA,92024-2537,0,6,3,2300,201907,2,0,0,1,1,202412.0,3,5,1,0,12,94016.0,612549.0,612549.0,S41,LEUCADIA 101
61740982,REJUVE-NATIONS OUTPATIENTS FACILITY INC,% BRENDA SQUARREL,PO BOX 152841,SAN DIEGO,CA,92195-2841,0,3,3,2000,200710,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,F20,
61774345,GLORY FAITH CHRISTIAN FELLOWSHIP,% S ANTHONY ROBINSON,PO BOX 16838,SAN DIEGO,CA,92176-6838,0,3,3,7000,200708,1,10,0,1,1,,0,0,6,0,12,,,,X20,
61775568,CASA DE LAS CAMPANAS RESIDENT ASSOCIATION,% ROBERT CRAIG MCKAHAN,18655 W BERNARDO DR APT 216,SAN DIEGO,CA,92127-3003,0,7,3,1000,200608,2,0,0,5,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,N50,CASA RESIDENT ASSOCIATION
61786827,GYMJAM FOUNDATION,% CYNTHIA WALLER,655 BOYSENBERRY WAY,OCEANSIDE,CA,92057-4619,0,3,3,1000,200706,1,15,0,1,1,202507.0,3,4,1,0,7,25507.0,156115.0,156115.0,N60,
61808560,GIRLS LACROSSE OF POWAY,% CORINNE ROCHA,PO BOX 1852,POWAY,CA,92074-1852,0,3,3,2100,200708,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,N66,
61809547,CHURCH OF THE ADVENT ICCEC,% GARY HENISER,2604-B EL CAMINO REAL STE 349,CARLSBAD,CA,92008-1214,0,3,3,7000,200709,1,10,0,1,1,,0,0,6,0,12,,,,X21,CHURCH OF THE ADVENT
61824118,TALMADGE COMMUNITY ASSOCIATION,% BRIAN HELMICH,600904,SAN DIEGO,CA,92160-0000,0,3,3,1000,201409,1,16,0,1,1,202506.0,0,0,2,0,6,0.0,0.0,0.0,S20,
61824248,WEDDINGS OF DISTINCTION,% TRACY ZEMKE,9605 KEARNY VILLA ROAD,SAN DIEGO,CA,92126-4590,0,6,3,2000,201606,2,0,0,5,1,202512.0,0,0,2,0,12,0.0,0.0,0.0,S41,
61826853,ENTHRALL INC,% CELIA LAWLEY,PO BOX 3,SANTA YSABEL,CA,92070-0003,0,3,3,1000,200812,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,A60,
61828716,IGLESIAS CRISTIANAS PENTECOSTALES M OVIMIENTO MISION DE DIOS INTERNACI,% PEDRO DEL VILLAR,4766 LADNER ST,SAN DIEGO,CA,92113-3543,0,3,3,7000,201101,1,10,0,1,1,,0,0,6,0,8,,,,X21,
61835742,SAN DIEGO NAVY LEAGUE FOUNDATION INC,% VICE PRESIDENT SDNL,7345 ALBERDI DR,LEMON GROVE,CA,91945-4309,0,3,3,1000,200810,1,17,0,1,1,202412.0,7,4,1,0,12,5094435.0,167977.0,167977.0,T11,
66488246,SWARTZ FAMILY FOUNDATION TR,,2478 ROSECRANS ST,SAN DIEGO,CA,92106-1569,0,3,3,1000,200012,1,4,0,1,1,202412.0,1,3,0,1,12,9777.0,55099.0,,T20,SWARTZ MARK H & KAREN M SWARTZ TTEE
100003432,LA JOLLA BIOENGINEERING INSTITUTE,% DR JOHN A FRANGOS,432 GLORIETTA BLVD,CORONADO,CA,92118-1951,0,3,3,1000,200206,1,15,0,1,1,202506.0,0,0,2,0,6,0.0,0.0,0.0,U50,
100006231,FIRST OCEANSIDE RELIGIOUS SCIENCE,% REV CECILA RODARTE,4079 OCEANSIDE BLVD STE E,OCEANSIDE,CA,92056-5810,1099,3,9,7000,195008,1,10,59029000,5,1,,1,2,6,0,12,,,,,
106003078,DOOLE FAMILY CHARITABLE FOUNDATION,% BRUCE DOOLE,PO BOX 601521,SAN DIEGO,CA,92160-1521,0,3,3,1000,200204,1,4,0,2,1,202412.0,4,1,0,1,12,118493.0,5905.0,,T30,
112592580,COALITION OF FREE MEN INC,% NCFM,932 C STREET,SAN DIEGO,CA,92101-5503,9141,3,6,2000,198308,1,16,123000000,5,1,202412.0,5,3,2,0,12,511295.0,47868.0,47868.0,,NATIONAL COALITION FOR MEN
112776389,SERVICE INDUSTRY ASSOCIATION,,2164 DECATUR RD 19,SAN DIEGO,CA,92106-6054,0,6,3,1000,198701,2,0,229000000,1,1,202412.0,4,5,1,0,12,498463.0,562676.0,562676.0,,
113676763,EMOTIONAL INTELLIGENCE INSTITUTE,,CO RUBINSON CPA 7918 EL CAJON BLVD,LA MESA,CA,91942-0000,0,3,3,2000,200311,1,15,0,1,1,202312.0,1,2,2,0,12,1306.0,16000.0,16000.0,F30,
113692035,ALLIANCE FOR HOPE INTERNATIONAL,,501 W BROADWAY STE A 625,SAN DIEGO,CA,92101-3536,0,3,3,1000,200310,1,15,0,1,1,202412.0,6,7,1,0,12,4723882.0,5630862.0,5445217.0,T30,
113695723,INTEGRITY CHARTER SCHOOL,% ERINA COWARD,701 NATIONAL CITY BLVD,NATIONAL CITY,CA,91950-1123,0,3,3,2000,200403,1,11,0,1,1,202406.0,8,7,1,0,6,12916602.0,8500901.0,8460438.0,B29,
113707404,CRS MINISTRIES,% CHRISTOPHER SYMONDS,8312 SOLOMON AVE,EL CAJON,CA,92021-1172,0,3,3,7000,200501,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,X20,
113716854,SOUTHERN CALIFORNIA OUTRIGGER RACING ASSOCIATION,,5663 BALBOA AVE 433,SAN DIEGO,CA,92111-2705,5379,3,6,1000,200510,1,15,0,1,1,202412.0,4,4,1,0,12,168657.0,296129.0,296129.0,N70,
113723093,REGIONAL TASK FORCE ON THE HOMELESS INC,% JOHN THELEN,4699 MURPHY CANYON RD,SAN DIEGO,CA,92123-4320,0,3,3,1000,200506,1,15,0,1,1,202406.0,8,8,1,0,6,30993848.0,19285843.0,19284431.0,P50,
113731839,CASTLETON RANCH HORSE RESCUE INC,% LISA THOMAS,28581 OLD RANCH DR,VALLEY CENTER,CA,92082-5443,0,3,3,4000,200510,1,15,0,1,1,202412.0,6,6,1,0,12,1918954.0,2328238.0,2328238.0,,
113743533,BETHLEHEM THE HOUSE OF BREAD,% MARY DOOLEY,2564 COMSTOCK ST,SAN DIEGO,CA,92111-5940,0,3,3,7000,200612,1,10,0,1,1,,0,0,6,0,1,,,,X200,
113783964,MIRA MESA THEATRE GUILD INC,% JEFF BARKLEY,9051 MIRA MESA BLVD BOX 261334,SAN DIEGO,CA,92126-2758,0,3,3,1000,200608,1,15,0,1,1,202512.0,0,0,2,0,12,0.0,0.0,0.0,A65,
113806131,SAN DIEGO CHEROKEE COMMUNITY INC,% GEORGE LYNCH,3334 FOSCA ST,CARLSBAD,CA,92009-7836,0,3,3,1000,202202,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,A23,
113806674,POWAY ROTARY FOUNDATION,% JUDITH E GALLEGOS,PO BOX 184,POWAY,CA,92074-0184,0,3,3,1200,200904,1,15,0,1,1,202406.0,0,0,2,0,6,0.0,0.0,0.0,P12,
116574096,BRENDA & DAVE RICKEY FAMILY FOUNDATION,,PO BOX 28939,SAN DIEGO,CA,92198-0939,0,3,3,1000,200209,0,4,0,2,1,202412.0,7,6,0,1,12,8062079.0,2383629.0,,T20,RICKEY DAVE TTEE
131556216,INTERNATIONAL STAR CLASS YACHT RACING ASSOCIATION INC,% JERELYN BIEHL,2812 CANON ST,SAN DIEGO,CA,92106-2742,0,3,3,1000,194409,1,16,300000000,5,1,202412.0,5,5,1,0,12,839436.0,894024.0,606138.0,N60Z,
132934851,INTERNATIONAL E22 CLASS ASSOCIATION,% SHERRI CAMPBELL,3368 TALBOT ST,SAN DIEGO,CA,92106-2944,0,3,3,1000,198205,1,16,300000000,1,1,202412.0,3,3,1,0,12,96808.0,93640.0,93640.0,,
133403442,NEW YORK CENTER FOR ART & AWARENESS INC,% NEIL HACKMAN,4371 CAMINITO DEL DIAMANTE,SAN DIEGO,CA,92121-1966,0,3,3,2000,202109,1,16,123995000,1,1,202412.0,2,4,1,0,12,19290.0,244108.0,244108.0,A200,
133586119,THE SPIRIT OF LIBERTY FOUNDATION INC,% RICHARD ROVSEK,PO BOX 705,RCHO SANTA FE,CA,92067-0705,0,3,3,1000,202001,1,15,63000000,1,1,202312.0,1,4,1,0,12,8609.0,133801.0,133801.0,W30,FOUNDATION INC
133689910,NEUROSCIENCE SUPPORT CORPORATION,,800 SILVERADO ST STE 302,LA JOLLA,CA,92037-4234,0,3,3,1000,199302,1,17,161603000,1,1,202406.0,6,1,2,0,6,1405444.0,4738.0,4738.0,,
133736294,CRESCENTERRA NOT FOR PROFIT CORPORATION,% CRESCENTERA INC,1835A SOUTH CENTRE CITY PARKWAY 308,ESCONDIDO,CA,92025-6525,0,3,3,1000,199408,1,3,123000000,1,1,202406.0,1,1,0,1,6,1101.0,7.0,,,
133886236,SOUTHERN CALIFORNIA GAS COMPANY VEBA MEDICAL TR I,% SOUTHERN CALIFORNIA GAS CO,488 8TH AVE,SAN DIEGO,CA,92101-7123,0,9,3,1000,199305,2,0,264000000,2,1,202412.0,9,9,1,0,12,541911884.0,50443895.0,-4837953.0,,
133922730,BOGATIN FAMILY FOUNDATION INC,% CBIZ MHM LLC,13500 EVENING CREEK DR N STE 450,SAN DIEGO,CA,92128-8111,0,3,3,1000,199704,1,4,602000000,1,1,202412.0,6,4,0,1,12,1517964.0,444588.0,,T99Z,
134051213,INDIRA FOUNDATION,% BCRS ASSOCIATES LLC,939 COAST BLVD UNIT 20A,LA JOLLA,CA,92037-4169,0,3,3,1000,200003,1,4,0,2,1,202408.0,8,6,0,1,8,20243157.0,3720300.0,,T22,
134222111,CANYON RIDGE BAPTIST CHURCH,% DEBORAH CHADWICK,6866 LINDA VISTA RD,SAN DIEGO,CA,92111-7050,0,3,3,7000,201903,1,10,0,1,1,,6,6,6,0,12,,,,X20,
134228526,SPENCER VALLEY EDUCATIONAL ASSOCIATION INC,% VICTORIA BERGSTROM,PO BOX 159,SANTA YSABEL,CA,92070-0159,0,3,3,1000,200301,1,15,0,1,1,202509.0,0,0,2,0,9,0.0,0.0,0.0,B11,
134229276,EMILIO NARES FOUNDATION,% ELSA ROTH,4699 MURPHY CANYON ROAD SUITE 2,SAN DIEGO,CA,92123-4372,0,3,3,1000,200303,1,15,0,1,1,202412.0,6,6,1,0,12,1045295.0,1442097.0,1370788.0,G124,
134233569,NORTH COUNTY LIFE CONNECTION,% PAYROLL,390 MIMOSA AVE,VISTA,CA,92081-8114,1446,3,9,7000,195902,1,10,268120230,5,1,,0,0,6,0,12,,,,,
134266854,OCEANSIDE PUBLIC LIBRARY FOUNDATION,,330 N COAST HWY,OCEANSIDE,CA,92054-2824,0,3,3,1200,200311,1,15,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,B117,
134305825,ARMONIA COVENANT CHURCH VISTA CA,% MARCOS VASQUEZ,1920 SHADOWRIDGE DR STE 103,VISTA,CA,92081-9008,2650,3,9,7000,197507,1,10,1000000,5,1,,0,0,6,0,1,,,,,ARMONIA COVENANT CHURCH
134308864,4S ELCA MINISTRY,% ERIN M MARTINSON,6191 SUNSET CREST WAY,SAN DIEGO,CA,92121-4127,9386,3,9,7000,198804,1,10,1000000,1,1,,0,0,2,0,12,,,,,
134340398,EAST COUNTY AMATEUR SOFTBALL ASSOCIATION,% MATTHEW BURKETT,PO BOX 2620,EL CAJON,CA,92021-0620,0,3,2,1000,201806,1,16,0,1,1,202508.0,4,4,1,0,8,144469.0,343798.0,328683.0,N63,EAST COUNTY ASA
134364000,DOMINICAN REPUBLIC SPORTS & EDUCATION ACADEMY DRSEA INC,% HAROLD MENDEZ,600 ANITA STREET,CHULA VISTA,CA,91911-4631,0,3,3,2000,201210,1,15,0,1,1,202512.0,0,0,2,0,12,0.0,0.0,0.0,B28,
136088809,J J ONEILL FOUNDATION,% MARTIN H PEARL & CO,4180 RUFFIN RD STE 255,SAN DIEGO,CA,92123-1881,0,3,3,1000,195610,1,4,602000000,2,1,202412.0,7,6,0,1,12,6889735.0,1505932.0,,,
136093619,KNIGHT AID FUND,% ROBT G KNIGHT M D TRUSTEE,348 13TH ST,DEL MAR,CA,92014-2555,0,3,3,1000,194405,1,4,602000000,2,1,202412.0,4,3,0,1,12,283483.0,27070.0,,,
136213545,KORG FOUNDATION,% DELOITTE HASKIN AND SELLS,1874 SPINDRIFT DR,LA JOLLA,CA,92037-3350,0,3,3,1000,197011,1,4,602000000,1,1,202412.0,6,5,0,1,12,1976327.0,660500.0,,,
136216888,J C FOUNDATION INC,,PO BOX 9395,RCHO SANTA FE,CA,92067-4395,0,3,3,1000,196703,1,4,602040000,1,1,202410.0,5,4,0,1,10,558523.0,109671.0,,,
141851857,RAMA DE 0LIVO MINISTRIES INC,% CHURCH FINANCE & CLERGY TAX SERVI,255 20TH ST,SAN DIEGO,CA,92102-3811,0,3,3,1000,200404,1,15,0,1,1,202412.0,3,2,2,0,12,34033.0,21140.0,21140.0,P20,
141858753,SAN DIEGO SYMPHONY FOUNDATION,% CFO,1245 7TH AVE,SAN DIEGO,CA,92101-4302,0,3,3,2000,200301,1,17,0,1,1,202406.0,9,7,1,0,6,115752972.0,6533762.0,6443962.0,A69,
141886373,SAN DIEGO THEATRES INC,,225 BROADWAY STE 300,SAN DIEGO,CA,92101-5010,0,3,3,2000,200405,1,16,0,1,1,202506.0,8,8,1,0,6,29264118.0,14831674.0,14831674.0,A65,
141910572,AMERICAN SCHOOL FOUNDATION A CALIFORNIA NON PROFIT CORPORATION,% KOLIA JOHN BORIS FINGAL OCONNOR,810 A AVE,CORONADO,CA,92118-2646,0,3,3,1000,200507,1,17,0,1,1,202412.0,1,0,2,0,12,1.0,0.0,0.0,T11,
141912951,MISSION HILLS B I D,,325 W WASHINGTON ST 2228,SAN DIEGO,CA,92103-1946,0,6,3,1000,200904,2,0,0,1,1,202506.0,3,4,1,0,6,30261.0,213817.0,213817.0,S40,
141947049,YOUNG INDEPENDENT AMERICAN FILMMAKERS,% YIAF,PO BOX 627,OCEANSIDE,CA,92049-0627,0,3,3,1000,202406,1,15,0,1,1,202512.0,0,0,2,0,12,0.0,0.0,0.0,A31,
141975524,CAMBODIAN VILLAGE FUND,% WILLIAM J BAMBERGER,4376 ARGOS DR,SAN DIEGO,CA,92116-2330,0,3,3,1000,200803,1,15,0,5,1,202412.0,4,4,1,0,12,387118.0,228461.0,228461.0,Q33,
141991144,HOUSE OF TURKEY,% YUSUF OZTURK,PO BOX 927800,SAN DIEGO,CA,92192-7800,0,3,3,1200,200706,1,15,0,1,1,202506.0,3,3,1,0,6,55995.0,51999.0,51999.0,A99,
141993710,NATIONAL COUNCIL FOR GEOCOSMIC RESEARCH INC,% SHARA EISEN,8718 ROBLES DR,SAN DIEGO,CA,92119-1430,5544,3,9,2000,200904,1,16,0,5,1,202506.0,0,0,2,0,6,0.0,0.0,0.0,V039,NCGR INC SAN DIEGO CHAPTER
142014373,CHRIST CHURCH OF THE RESURRECTION,% JOSEPH B MAI,9765 BIRCH CANYON PL,SAN DIEGO,CA,92126-1077,0,3,3,7000,201302,1,10,0,1,1,,0,0,6,0,12,,,,X21,
155677548,GANGS BE GONE,% LAVERNE MITCHELL,3371 ETON GREENS CT,SPRING VALLEY,CA,91978-1225,0,3,3,1000,201106,1,15,0,1,1,202401.0,0,0,2,0,1,0.0,0.0,0.0,I21,
161170629,THE EUDISTS CONGREGATION OF JESUS AND MARY,,1616 1/2 YORK DR,VISTA,CA,92084-7612,928,3,9,7000,194603,0,10,0,1,1,,0,0,6,0,12,,,,,
161477900,BRAHMAN SAMAJ OF N A INC,% ANUPAM CHOUBEY,2023 COUNTRYHAVEN CT,ENCINITAS,CA,92024-3101,0,3,3,1000,199602,1,15,995119123,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,R20,
161558160,CHINESE BIOLOGICAL INVESTIGATORS SOCIETY INC,% JING YANG,CO JING YANG 4694 BRYSON TERRACE,SAN DIEGO,CA,92130-0000,0,3,3,1000,199906,1,4,0,1,1,202412.0,6,4,0,1,12,1258352.0,122319.0,,G03,MED COLL OF GEORGIA
161625707,CALIFORNIA NATIONAL SQUARE DANCE CONVENTION,% AVE HERNDON,PO BOX 500483,SAN DIEGO,CA,92150-0483,0,3,3,2000,200604,1,16,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,A99,2009 BID COMMITTEE
161641310,PURR AND WAG SOCIETY,,3288 ADAMS AVE UNIT 16524,SAN DIEGO,CA,92176-7022,0,3,3,4000,200301,1,15,0,1,1,202507.0,0,0,2,0,7,0.0,0.0,0.0,D20,
161642564,ELEVATION OF THE HOLY CROSS ROMANIAN ORTHODOX CHURCH,% KENNETH K KLEINHENZ,8581 VILLA LA JOLLA DRIVE E,LA JOLLA,CA,92037-8307,0,3,3,7000,200307,1,10,0,1,1,,0,0,6,0,12,,,,X20,INALTAREA SFINTEI CRUCI
161654416,FRIENDS OF ADULT DAY HEALTH CARE CENTERS,% MOSS ADAMS LLP,12250 CROSTHWAITE CIR,POWAY,CA,92064-6882,0,3,3,1000,200303,1,15,0,1,1,202412.0,3,3,2,0,12,45649.0,27768.0,27768.0,P81,
161659118,HIS FAMILY MINISTRIES INTERNATIONAL,% JOHN FUNK,4364 BONITA RD 123,BONITA,CA,91902-1421,0,3,3,7000,200404,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,X20,
161667939,DAUGHTERS OF UNION VETERANS OF THE CIVIL WAR 1861-1865,% KATHLEEN WINCHESTER,5663 BALBOA AVE PMB 28,SAN DIEGO,CA,92111-2705,0,3,3,1000,201503,1,15,0,5,1,202408.0,0,0,2,0,8,0.0,0.0,0.0,A54,NANCY HANKS LINCOLN TENT 5
161671806,FORTE FOR CHILDREN,% RICHARD J HIRSHBERG,138 CIVIC CENTER DRIVE,VISTA,CA,92084-6015,0,3,3,1000,200307,1,15,0,1,1,202412.0,5,4,1,0,12,670608.0,421093.0,75706.0,T20,
161687513,FETCH,% FRANKLIN MOSES,3220 TOOPAL DR,OCEANSIDE,CA,92058-7492,0,3,3,1000,200502,1,15,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,Q33,
161717255,GRACE OF GOD MINISTRYS INC,% ONOCHIE AMONYE,7433 BLACK OAK RD,SAN DIEGO,CA,92114-6036,0,3,3,7210,200512,1,10,0,1,1,,0,0,6,0,12,,,,X20,
161727118,HILLCREST HISTORY GUILD,% NANCY MOORS,3065 3RD AVE APT 3,SAN DIEGO,CA,92103-5834,0,3,3,2000,200509,1,15,0,0,1,202512.0,0,0,2,0,12,0.0,0.0,0.0,A80,
161730557,CORREIA INSTRUMENTAL MUSICAL ASSOCIATION INC,% KATHY TAPPERO,4302 VALETA ST,SAN DIEGO,CA,92107-1510,0,3,3,1000,200703,1,15,0,1,1,202506.0,3,4,1,0,6,61116.0,110742.0,110742.0,B99,
161733047,BLUE STAR MOTHERS OF AMERICA INC,% LORETTA COOK,PO BOX 301456,ESCONDIDO,CA,92030-1456,1878,3,9,1000,200408,1,15,908000000,5,1,202408.0,0,0,2,0,8,0.0,0.0,0.0,,9CA SAN DIEGO NORTH COUNTY BSM
161737778,SAN DIEGO CONCIERGE ASSOCIATION,% EWA SKOOG,PO BOX 80964,SAN DIEGO,CA,92138-0964,0,6,3,2000,202001,2,0,0,1,1,202512.0,0,0,2,0,12,0.0,0.0,0.0,S41,
161744561,AGAPE DELIVERANCE MINISTRIES,% CHANDA G SIMMONS,PO BOX 20544,EL CAJON,CA,92021-0940,0,3,3,7000,201007,1,10,0,1,1,,0,0,6,0,12,,,,X21,
161779714,THE ROWE FAMILY FOUNDATION,,PO BOX 2387,RCHO SANTA FE,CA,92067-2387,0,3,3,1000,200803,1,4,0,1,1,202412.0,2,2,0,1,12,14629.0,12875.0,,T20,
200022775,SHIPPER FAMILY FOUNDATION,% BETTY M SHIPPER,3372 BALTIMORE ST,SAN DIEGO,CA,92117-6164,0,3,3,1000,200401,1,4,0,1,1,202412.0,4,1,0,1,12,379152.0,1.0,,T20,
200031517,PACIFIC VIEW FOUNDATION,% PHILIP WHITE PRESIDENT,939 COAST BLVD UNIT 11D,LA JOLLA,CA,92037-4120,0,3,3,1000,200309,1,4,0,1,1,202412.0,6,4,0,1,12,1205658.0,329551.0,,T20,
200035368,GRAMMAR MECHANICS FOUNDATION,% GRAMMAR MECHANICS,713 ROSECRANS ST,SAN DIEGO,CA,92106-3012,0,3,3,2000,200503,1,15,0,1,1,202312.0,3,3,1,0,12,46864.0,80522.0,80522.0,B92,
200056995,OCEANSIDE UNITED REFORMED CHURCH,% DANIEL HYDE,4140 OCEANSIDE BLVD,OCEANSIDE,CA,92056-6005,0,3,3,7000,202509,1,10,0,1,1,,0,0,6,0,12,,,,X21,
200067633,WARRIOR FOUNDATION FREEDOM STATION,% SANDY LEHMKUHLER,1223 1/2 28TH ST APT A,SAN DIEGO,CA,92102-2260,0,3,3,2000,200807,1,15,0,1,1,202409.0,8,7,1,0,9,24744852.0,5888407.0,5871477.0,P40,
200071546,FAMILY AND YOUTH ROUNDTABLE OF SAN DIEGO COUNTY,,5005 TEXAS ST STE 104,SAN DIEGO,CA,92108-3722,0,3,3,2000,200612,1,15,0,1,1,201512.0,3,4,0,0,12,53823.0,464650.0,464650.0,P99,
200079367,QUEST XIAN,% SCOT CONWAY,2782 SWEETWATER SPRINGS BLVD STE E,SPRING VALLEY,CA,91977-7138,0,3,3,7000,200401,1,10,0,1,1,,0,0,6,0,12,,,,X21,
200079378,DEL REY ACADEMY,% SCOT CONWAY,13460 HIGHWAY 8 BUSINESS SPC 21,LAKESIDE,CA,92040-5226,0,3,3,2100,200401,1,11,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,B20,
